"","venf1.NS","venf1.EW","venf1.ATMP","cdrf1.NS","cdrf1.EW","X42039.NS","X42039.EW","X42003.NS","X42003.EW","Tampa","Peace","Okeechobee","Suwanee","Withlacoochee","Hillsborough","Manatee","Myakka","Tampa_TN_mg","Myakka_TN_mg","Peace_TN_mg","Withlacoochee_TN_mg","Manatee_TN_mg","Hillsborough_TN_mg","Tampa_TP_mg","Myakka_TP_mg","Peace_TP_mg","Withlacoochee_TP_mg","Manatee_TP_mg","Hillsborough_TP_mg","SSH","Caloosahatchee","Caloosahatchee_TN_mg","Caloosahatchee_TP_mg","State"
"663",-0.203032069772174,0.537814287891621,1.21620585588597,0.945356511124363,0.532881971574725,-0.195806898703396,0.394939083522133,0.0816608666209618,0.208261858498349,0.287835147067525,1.23355876071112,0.694234895275814,-0.590124715965653,-1.30779107426356,0.60264397591231,0.872201658462382,0.848443053716983,0.221886011326221,0.968141333167192,1.1529187116755,-1.33276333388014,0.652959490888591,0.596048142589685,0.465286536430865,1.07051323959285,1.02069188057277,-1.96886604390348,0.461559440666273,0.727609620657129,-0.32024822898625,0.426819857568494,0.456447481034631,0.429115143028664,0
"588",-1.8623454925132,-3.08138678583127,-0.292981750857326,-0.59926904907628,-2.03766453165554,-0.565972281335421,-2.51283432971853,-0.486719564763103,-3.71875358518019,-1.13632668823484,-1.47113638303216,-0.350327828753572,0.642876002181911,3.18470921816092,-1.38911463670467,0.556161467623552,-1.65464275469445,-0.547904291823796,-2.04017095392526,-1.42501150082971,3.32774779153751,0.557213313601931,-1.61437743489985,-0.98923986270597,-1.18807454723944,-2.00851628840896,3.06843971157219,-0.224250394416808,-1.16806452916195,-0.743072573270204,-0.0736109986163221,-0.00345614554875845,-0.0766015620990155,0
"190",0.632139115572524,-0.506980334140854,1.27183832586847,-0.0354352838902076,-1.11168814341214,0.0224736402868024,-1.45988581726505,0.393463630010793,-0.560273080026245,-0.185663335925018,0.820952689940211,0.430027909421026,-0.284187462663587,0.0804519950816328,0.838962269915593,0.735759067889186,1.07909328669438,0.245761602367586,1.17967474942099,-0.206953460168901,0.378356160479282,1.41115432722584,1.38304326748158,-0.0201315533435805,1.24624471233158,1.58236145543522,0.443306994526004,1.09373356262685,1.46728351867595,-0.305124854526019,0.482388788988006,0.50653962669157,0.561762637633135,1
"30",0.888679492596119,-0.59282308819033,1.41747187238463,-0.514915117565528,-1.13774880549634,-0.402112874727515,-1.22832898858848,0.0346122931222838,0.144273997755575,1.15596646307693,0.146187915674246,0.430027909421026,-0.118523644308986,-0.575856882802649,0.691421913179795,-0.0779104597622498,0.835841183664014,1.31793389890615,1.18077697066647,0.267975270005631,-0.633425846129142,0.577372937514716,0.51253563800011,1.41852923586353,0.698540728079194,0.814549266345585,-0.560444079888941,0.647954936507936,0.748267994592061,0.260111265925111,0.141253386815507,0.0203977931496233,0.0308940059985234,0
"371",0.690533306859113,0.402231501665834,-1.49138044634503,0.338933948892359,1.03153076199545,9.37869111489886e-17,7.07799271814917e-16,0.0523344063081187,1.05699001521402,-0.507095330504598,0.270625762331075,-0.409139521936857,0.57155626617732,0.778484372948508,-0.373888478369673,-0.50914341509504,0.412097114312762,-0.739262279036786,0.278345616124528,0.344987186094547,0.54786893705828,-0.901141124373273,-0.361100693882634,-0.530495921730155,0.158807652790384,0.213329860048585,0.18175465962164,-0.367101915942742,-0.886894767663583,-0.98189586162135,0.361861346847564,0.330094271001924,0.347247731734989,1
"297",1.18190179836561,-0.986395442863389,0.96913634007397,1.05436548437631,0.838243086414433,0.48043953390553,0.408088088752508,0.095563141707798,-2.96061911548723,1.6043229568032,1.86939388665002,0.430027909421026,1.18938088059724,1.08615398640042,1.54050678366053,2.36147369352603,1.6432946947364,1.71385748843757,1.75755928439359,1.99109218670762,1.04398507052718,2.27646837534241,1.63728825701413,1.8791286007009,1.59178199381354,2.4814185891579,1.32543895988381,1.49730960864809,1.53878283325666,1.88524387979743,0.680922275189376,0.633365775909062,0.643754183513907,0
"976",-0.350181619303903,0.714408962723093,1.22240744864963,-0.271903809214231,1.21562089126005,9.37869111489886e-17,7.07799271814917e-16,-0.282143865765459,0.466704327732509,1.15797960867525,1.67926424824898,0.649230883795405,0.384414781158325,0.422179013036326,1.78587273721169,1.20593677338567,1.42664768909238,1.23704610803892,1.69175171400692,1.48266731576752,0.263652408188255,0.810274880239628,1.69203483310432,1.37395619304143,1.31925475338214,1.10762430744851,1.00752090222439,-0.186430587240071,2.0729335894905,-0.771428900383137,0.514326942303508,0.444931289147007,0.525993159741673,0
"542",-2.55971821147294,-2.09279526767119,0.712306741808888,-0.985934383590657,-1.70094280476976,-0.818327844650624,-1.74859402211128,-1.9713669705615,-2.15014667167036,-1.50683987002663,-1.71393165665334,-0.469526334338405,-0.613818979251475,-0.816844433462925,-0.968922421757007,0.556161467623552,-0.648396351799931,-1.3529707345364,-0.562978563725182,-1.9328373473213,-0.751943587919801,0.928064955178397,-0.987156669762093,-1.44931639512199,-0.835889439318155,-1.88230531235399,-1.37076166100043,0.843078792644462,-0.538155569543501,0.217891845556967,-2.95091157123616,-2.96532314428722,-2.94878449450725,0
"579",1.71648094805509,-0.0735108402796285,-1.84357999315153,1.08836614978497,-0.992875325431716,1.71787128605104,-1.29674250155653,1.90147365164809,-0.201414401784102,0.0449333017591002,-0.896748786979416,-0.199235696989623,-0.45844517506954,0.325262440577716,-0.827692928125406,-0.288691242657992,-1.79401344549923,-0.449518857345907,-1.9102327337775,-0.905406464747419,0.654833201837522,-0.124443670278277,-1.14156434296698,-0.108719158787024,-1.69821762097461,-1.47124191427196,0.519250338367354,-0.88655056369297,-1.05143662184899,-0.17027476558896,0.18351945909628,0.258956153845754,0.249572776705416,0
"627",1.06796150750976,0.363809488868354,-2.75503226451895,1.11821529965586,-0.363601674699406,1.96083807694809,-0.827961218069002,1.83079496211576,-2.10133421922178,0.390806385592877,0.0589359981226036,-0.0383739685118033,0.900506073604483,1.36180895180977,-0.532381432692662,-0.242223189003084,0.168966610760284,0.502522905876838,-0.0405557305973816,0.16127780063628,1.47703115283053,0.00782876385878052,-0.838588427445888,0.138468696095365,-0.226986330038795,-0.0649590458036085,1.67497681499719,0.148475974240697,-1.02716918916767,-1.17093804237424,-0.304568816931961,-0.145537708691294,-0.248132066657757,0
