"","venf1.NS","venf1.EW","venf1.ATMP","cdrf1.NS","cdrf1.EW","X42039.NS","X42039.EW","X42003.NS","X42003.EW","Okeechobee","Suwanee","Tampa_TN_mg","Myakka_TN_mg","Peace_TN_mg","Withlacoochee_TN_mg","Manatee_TN_mg","Hillsborough_TN_mg","Tampa_TP_mg","Myakka_TP_mg","Peace_TP_mg","Withlacoochee_TP_mg","Manatee_TP_mg","Hillsborough_TP_mg","State"
"1",1.3577773854453,4.81738424242277,19.059135610766,2.15290401092843,4.12494748437681,-0.194555846206986,7.99882943668918,-2.76786043589665,10.7690642157422,53.747483250657,20328.6458333333,2617.42506233334,21920.30035,134185.26261,267003.826666667,5444.68351200001,25269.1306583333,1450.96389325,6714.32623333333,64540.641648,14630.3466666667,2497.91931733334,7941.72677833331,0
"2",1.57474304480228,3.93402981595804,18.2452380952381,2.68207054473114,2.34928032766168,1.45553616530674,6.70726333481479,-1.6953502371183,7.11256658582246,53.747483250657,21152.2321428571,3228.90739619047,18957.3997931428,115106.603705715,207655.15120381,13031.7357125143,20404.5846366666,1789.93779571428,5806.77110780952,55364.1578560001,11378.3644495238,5978.71745950476,6412.86945723807,1
"3",-0.389469676611791,4.78135477114122,17.5986801242236,-2.87667991967226,-3.75613925460063,6.78079233626276,1.90823999147929,-2.33822621764892,6.33798042823081,53.747483250657,20472.3214285714,1779.09734933333,24630.625164,137385.988048095,259060.155215238,8363.5473996,14093.4188433333,986.238748000001,7544.515816,66080.1316746667,14195.0769980952,3837.0396672,4429.36020790476,1
"4",-2.49625789870055,5.68457111046267,17.5327639751553,4.2511098265306,-1.93576004533795,6.49940815100983,2.35217751746536,8.36495892168281,2.28309582501334,53.747483250657,20718.8988095238,1925.79185752381,29817.4083634286,225134.631469524,275205.888918095,31794.7320774859,12195.4558266667,1067.55852971428,9133.26021942858,108285.614154667,15079.7747352381,14586.830487162,3832.85754552381,0
"5",7.18808303723953,0.251881010110777,16.9197722567288,3.86285131703552,-4.47298345105291,8.04889518971043,0.947451937440593,-0.337817972640597,8.95584627356524,53.747483250657,22463.0952380952,2180.181224,27858.1689714286,214332.526541428,388944.187204445,11840.5938186,11792.5608566667,1219.86330390476,8533.13283809524,103090.000496,21312.0102577778,5541.4844928,3706.23341209524,0
"6",6.71389746949772,-1.05627915927378,13.8823240165631,2.99839305604942,-3.00611705957686,0.414669279452784,1.99061728193548,7.82739383815146,-3.59890159961577,53.747483250657,24854.3859649123,2042.809348,23013.3920371429,163139.464507619,297287.228426667,12337.0808691714,16709.4192166667,1143.00046852381,7049.14711047619,78467.0798613334,16289.7111466667,5773.84406308572,5251.53175380952,0
"7",-1.30261459932352,5.22682576330423,17.4893892339545,-1.31058107614388,-4.59280723313415,0.414669279452784,1.99061728193548,2.21470344401363,7.53909255075113,53.747483250657,25970.5357142857,3602.71106800001,32477.1244822856,136319.99537,222516.313500953,30790.5410682191,18309.5838866667,2015.80262138096,9947.948039619,65567.408816,12192.674712381,14410.1983792762,5754.44065009524,1
"8",6.44201717753494,-1.50630380777066,18.4211808636498,2.24827193120188,-4.05751684615728,0.414669279452784,1.99061728193548,4.39781424131252,6.82121727862671,53.747483250657,30347.3214285714,4538.29814,90588.6288399999,424133.89735,310447.933173333,57903.5283333428,72911.9254333334,2539.28586404762,27747.8682933333,204000.59848,17010.8456533333,27099.2746861714,22915.1765647619,0
"9",-6.00163264682211,2.34944511013354,18.4503717297195,0.818422041094901,-4.59901940966836,0.414669279452784,1.99061728193548,5.55003752674398,-5.12099565974028,53.747483250657,37320.8333333333,3563.775468,26912.9744137143,233108.971026667,60560.1628248528,24775.4875078095,51696.4479333334,1565.901342,8243.61378438094,112121.124714667,3318.3650862933,11595.1093272381,16247.4550647619,1
"10",-5.40794948997564,4.85685052180809,17.6879399585921,-4.91026495438914,-0.944123145536586,-8.56399612643229,0.258791108078093,-6.37922758158307,7.35630951798567,53.747483250657,38412.9464285714,2787.17711485714,16043.237,167654.822668571,60560.1628248528,12829.6494982667,44090.4374666667,1224.66873228571,4914.14466666667,80638.884032,3318.3650862933,6004.36978346666,13856.994632381,0
